name,postcode,last_processed,changesets
Cedar Point,2474,,
Collins Creek,2474,,
Cougal,2474,,
Dairy Flat,2474,,
Eden Creek,2474,,
Edenville,2474,,
Ettrick,2474,,
Fawcetts Plain,2474,,
Findon Creek,2474,,
Geneva,2474,,
Ghinni Ghi,2474,,
Gradys Creek,2474,,
Green Pigeon,2474,,
Grevillia,2474,,
Homeleigh,2474,,
Horse Station Creek,2474,,
Horseshoe Creek,2474,,
Iron Pot Creek,2474,,
Kilgra,2474,,
Kyogle,2474,,
Little Back Creek,2474,,
Loadstone,2474,,
Lynchs Creek,2474,,
New Park,2474,,
Old Grevillia,2474,,
Roseberry,2474,,
Roseberry Creek,2474,,
Rukenvale,2474,,
Sawpit Creek,2474,,
Sherwood,2474,,
Smiths Creek,2474,,
Terrace Creek,2474,,
The Risk,2474,,
Toonumbar,2474,,
Unumgar,2474,,
Upper Eden Creek,2474,,
Upper Horseshoe Creek,2474,,
Wadeville,2474,,
Warrazambil Creek,2474,,
West Wiangaree,2474,,
Wiangaree,2474,,
Wyneden,2474,,
Tooloom,2475,,
Upper Tooloom,2475,,
Urbenville,2475,,
Acacia Creek,2476,,
Boomi Creek,2476,,
Brumby Plains,2476,,
Koreelah,2476,,
Legume,2476,,
Lindesay Creek,2476,,
Lower Acacia Creek,2476,,
Muli Muli,2476,,
The Glen,2476,,
Woodenbong,2476,,
Alstonvale,2477,,
Alstonville,2477,,
Bagotville,2477,,
Cabbage Tree Island,2477,,
Dalwood,2477,,
East Wardell,2477,,
Goat Island,2477,,
Lynwood,2477,,
Meerschaum Vale,2477,,
Pearces Creek,2477,,
Rous,2477,,
Rous Mill,2477,,
Tuckombil,2477,,
Uralba,2477,,
Wardell,2477,,
Wollongbar,2477,,
Ballina,2478,2021-02-21,99664165
Coolgardie,2478,2021-02-21,N/A
Cumbalum,2478,2021-02-21,99663999
East Ballina,2478,2021-02-21,99664056
Empire Vale,2478,2021-02-21,N/A
Keith Hall,2478,2021-02-21,N/A
Kinvara,2478,2021-02-21,N/A
Lennox Head,2478,,
Patchs Beach,2478,2021-02-21,N/A
Pimlico,2478,2021-02-21,N/A
Pimlico Island,2478,2021-02-21,N/A
Skennars Head,2478,2021-02-21,99664020
South Ballina,2478,2021-02-21,N/A
Teven,2478,,
Tintenbar,2478,,
West Ballina,2478,2021-02-21,99664110
Bangalow,2479,,
Binna Burra,2479,,
Brooklet,2479,,
Coopers Shoot,2479,,
Coorabell,2479,,
Fernleigh,2479,,
Knockrow,2479,,
Mcleods Shoot,2479,,
Nashua,2479,,
Newrybar,2479,,
Possum Creek,2479,,
Bentley,2480,,
Bexhill,2480,,
Blakebrook,2480,,
Blue Knob,2480,,
Boat Harbour,2480,,
Booerie Creek,2480,,
Boorabee Park,2480,,
Booyong,2480,,
Bungabbee,2480,,
Caniaba,2480,,
Chilcotts Grass,2480,,
Clovass,2480,,
Clunes,2480,,
Coffee Camp,2480,,
Corndale,2480,,
Dorroughby,2480,,
Dungarubba,2480,,
Dunoon,2480,,
East Lismore,2480,,
Eltham,2480,,
Eureka,2480,,
Federal,2480,,
Fernside,2480,,
Georgica,2480,,
Girards Hill,2480,,
Goolmangar,2480,,
Goonellabah,2480,,
Howards Grass,2480,,
Jiggi,2480,,
Keerrong,2480,,
Koonorigan,2480,,
Lagoon Grass,2480,,
Larnook,2480,,
Leycester,2480,,
Lillian Rock,2480,,
Lindendale,2480,,
Lismore,2480,,
Lismore Heights,2480,,
Loftville,2480,,
Marom Creek,2480,,
Mckees Hill,2480,,
Mcleans Ridges,2480,,
Modanville,2480,,
Monaltrie,2480,,
Mountain Top,2480,,
Nightcap,2480,,
Nimbin,2480,,
North Lismore,2480,,
Numulgi,2480,,
Repentance Creek,2480,,
Richmond Hill,2480,,
Rock Valley,2480,,
Rosebank,2480,,
Ruthven,2480,,
South Gundurimba,2480,,
South Lismore,2480,,
Stony Chute,2480,,
Terania Creek,2480,,
The Channon,2480,,
Tregeagle,2480,,
Tucki Tucki,2480,,
Tuckurimba,2480,,
Tullera,2480,,
Tuncester,2480,,
Tuntable Creek,2480,,
Whian Whian,2480,,
Woodlawn,2480,,
Wyrallah,2480,,
Broken Head,2481,,
Byron Bay,2481,,
Ewingsdale,2481,,
Hayters Hill,2481,,
Myocum,2481,,
Skinners Shoot,2481,,
Suffolk Park,2481,,
Talofa,2481,,
Tyagarah,2481,,
Goonengerry,2482,,
Huonbrook,2482,,
Koonyum Range,2482,,
Main Arm,2482,,
Montecollum,2482,,
Mullumbimby,2482,,
Mullumbimby Creek,2482,,
Palmwoods,2482,,
Upper Coopers Creek,2482,,
Upper Main Arm,2482,,
Upper Wilsons Creek,2482,,
Wanganui,2482,,
Wilsons Creek,2482,,
Billinudgel,2483,,
Brunswick Heads,2483,,
Burringbar,2483,,
Crabbes Creek,2483,,
Middle Pocket,2483,,
Mooball,2483,,
New Brighton,2483,,
Ocean Shores,2483,,
Sleepy Hollow,2483,,
South Golden Beach,2483,,
The Pocket,2483,,
Upper Burringbar,2483,,
Wooyung,2483,,
Yelgun,2483,,
Back Creek,2484,,
Bray Park,2484,,
Brays Creek,2484,,
Byangum,2484,,
Byrrill Creek,2484,,
Cedar Creek,2484,,
Chillingham,2484,,
Chowan Creek,2484,,
Clothiers Creek,2484,,
Commissioners Creek,2484,,
Condong,2484,,
Crystal Creek,2484,,
Cudgera Creek,2484,,
Doon Doon,2484,,
Dulguigan,2484,,
Dum Dum,2484,,
Dunbible,2484,,
Dungay,2484,,
Eungella,2484,,
Eviron,2484,,
Farrants Hill,2484,,
Fernvale,2484,,
Hopkins Creek,2484,,
Kielvale,2484,,
Kunghur,2484,,
Kunghur Creek,2484,,
Kynnumboon,2484,,
Limpinwood,2484,,
Mebbin,2484,,
Midginbil,2484,,
Mount Burrell,2484,,
Mount Warning,2484,,
Murwillumbah,2484,,
Nobbys Creek,2484,,
North Arm,2484,,
Numinbah,2484,,
Nunderi,2484,,
Palmvale,2484,,
Pumpenbil,2484,,
Reserve Creek,2484,,
Round Mountain,2484,,
Rowlands Creek,2484,,
Smiths Creek,2484,,
South Murwillumbah,2484,,
Stokers Siding,2484,,
Terragon,2484,,
Tomewin,2484,,
Tyalgum,2484,,
Tyalgum Creek,2484,,
Tygalgah,2484,,
Uki,2484,,
Upper Crystal Creek,2484,,
Urliup,2484,,
Wardrop Valley,2484,,
Zara,2484,,
Tweed Heads,2485,,
Tweed Heads West,2485,,
Banora Point,2486,,
Bilambil,2486,,
Bilambil Heights,2486,,
Bungalora,2486,,
Carool,2486,,
Cobaki,2486,,
Cobaki Lakes,2486,,
Duroby,2486,,
Glengarrie,2486,,
Piggabeen,2486,,
Terranora,2486,,
Tweed Heads South,2486,,
Upper Duroby,2486,,
Casuarina,2487,,
Chinderah,2487,,
Cudgen,2487,,
Duranbah,2487,,
Fingal Head,2487,,
Kings Forest,2487,,
Kingscliff,2487,,
Stotts Creek,2487,,
Bogangar,2488,,
Cabarita Beach,2488,,
Tanglewood,2488,,
Hastings Point,2489,,
Pottsville,2489,,
North Tumbulgum,2490,,
Tumbulgum,2490,,
Coniston,2500,,
Gwynneville,2500,,
Keiraville,2500,,
Mangerton,2500,,
Mount Keira,2500,,
Mount Saint Thomas,2500,,
North Wollongong,2500,,
Spring Hill,2500,,
West Wollongong,2500,,
Wollongong,2500,,
Cringila,2502,,
Lake Heights,2502,,
Primbee,2502,,
Warrawong,2502,,
Port Kembla,2505,,
Berkeley,2506,,
Coalcliff,2508,,
Darkes Forest,2508,,
Helensburgh,2508,,
Lilyvale,2508,,
Maddens Plains,2508,,
Otford,2508,,
Stanwell Park,2508,,
Stanwell Tops,2508,,
Woronora Dam,2508,,
Austinmer,2515,,
Clifton,2515,,
Coledale,2515,,
Scarborough,2515,,
Thirroul,2515,,
Wombarra,2515,,
Bulli,2516,,
Russell Vale,2517,,
Woonona,2517,,
Bellambi,2518,,
Corrimal,2518,,
East Corrimal,2518,,
Tarrawanna,2518,,
Towradgi,2518,,
Balgownie,2519,,
Fairy Meadow,2519,,
Fernhill,2519,,
Mount Ousley,2519,,
Mount Pleasant,2519,,
Figtree,2525,,
Cordeaux,2526,,
Cordeaux Heights,2526,,
Farmborough Heights,2526,,
Kembla Grange,2526,,
Kembla Heights,2526,,
Mount Kembla,2526,,
Unanderra,2526,,
Albion Park,2527,,
Albion Park Rail,2527,,
Calderwood,2527,,
Croom,2527,,
Tongarra,2527,,
Tullimbar,2527,,
Yellow Rock,2527,,
Barrack Heights,2528,,
Barrack Point,2528,,
Lake Illawarra,2528,,
Mount Warrigal,2528,,
Warilla,2528,,
Windang,2528,,
Blackbutt,2529,,
Dunmore,2529,,
Flinders,2529,,
Oak Flats,2529,,
Shell Cove,2529,,
Shellharbour,2529,,
Shellharbour City Centre,2529,,
Avondale,2530,,
Brownsville,2530,,
Cleveland,2530,,
Dapto,2530,,
Dombarton,2530,,
Haywards Bay,2530,,
Horsley,2530,,
Huntley,2530,,
Kanahooka,2530,,
Koonawarra,2530,,
Marshall Mount,2530,,
Wongawilli,2530,,
Yallah,2530,,
Bombo,2533,,
Curramore,2533,,
Jamberoo,2533,,
Jerrara,2533,,
Kiama,2533,,
Kiama Downs,2533,,
Kiama Heights,2533,,
Minnamurra,2533,,
Saddleback Mountain,2533,,
Broughton Village,2534,,
Foxground,2534,,
Gerringong,2534,,
Gerroa,2534,,
Rose Valley,2534,,
Toolijooa,2534,,
Werri Beach,2534,,
Willow Vale,2534,,
Back Forest,2535,,
Bellawongarah,2535,,
Berry,2535,,
Berry Mountain,2535,,
Brogers Creek,2535,,
Broughton,2535,,
Broughton Vale,2535,,
Budderoo,2535,,
Bundewallah,2535,,
Coolangatta,2535,,
Far Meadow,2535,,
Jaspers Brush,2535,,
Shoalhaven Heads,2535,,
Wattamolla,2535,,
Woodhill,2535,,
Batehaven,2536,,
Batemans Bay,2536,,
Benandarah,2536,,
Bimbimbie,2536,,
Buckenbowra,2536,,
Catalina,2536,,
Currowan,2536,,
Denhams Beach,2536,,
Depot Beach,2536,,
Durras North,2536,,
East Lynne,2536,,
Guerilla Bay,2536,,
Jeremadra,2536,,
Lilli Pilli,2536,,
Long Beach,2536,,
Maloneys Beach,2536,,
Malua Bay,2536,,
Mogo,2536,,
Nelligen,2536,,
North Batemans Bay,2536,,
Pebbly Beach,2536,,
Rosedale,2536,,
Runnyford,2536,,
South Durras,2536,,
Sunshine Bay,2536,,
Surf Beach,2536,,
Surfside,2536,,
Woodlands,2536,,
Bergalia,2537,,
Bingie,2537,,
Broulee,2537,,
Coila,2537,,
Congo,2537,,
Deua,2537,,
Deua River Valley,2537,,
Kiora,2537,,
Meringo,2537,,
Mogendoura,2537,,
Moruya,2537,,
Moruya Heads,2537,,
Mossy Point,2537,,
Tomakin,2537,,
Turlinjah,2537,,
Tuross Head,2537,,
Wamban,2537,,
Brooman,2538,,
Little Forest,2538,,
Milton,2538,,
Mogood,2538,,
Morton,2538,,
Porters Creek,2538,,
Woodburn,2538,,
Woodstock,2538,,
Bawley Point,2539,,
Bendalong,2539,,
Berringer Lake,2539,,
Burrill Lake,2539,,
Cockwhy,2539,,
Conjola,2539,,
Conjola Park,2539,,
Croobyar,2539,,
Cunjurong Point,2539,,
Dolphin Point,2539,,
Fishermans Paradise,2539,,
Kings Point,2539,,
Kioloa,2539,,
Lake Conjola,2539,,
Lake Tabourie,2539,,
Manyana,2539,,
Mollymook,2539,,
Mollymook Beach,2539,,
Mount Kingiman,2539,,
Narrawallee,2539,,
Pointer Mountain,2539,,
Pretty Beach,2539,,
Termeil,2539,,
Ulladulla,2539,,
Yadboro,2539,,
Yatte Yattah,2539,,
Bamarang,2540,,
Barringella,2540,,
Basin View,2540,,
Beecroft Peninsula,2540,,
Berrara,2540,,
Bewong,2540,,
Bolong,2540,,
Boolijah,2540,,
Bream Beach,2540,,
Browns Mountain,2540,,
Brundee,2540,,
Buangla,2540,,
Burrier,2540,,
Callala Bay,2540,,
Callala Beach,2540,,
Cambewarra,2540,,
Cambewarra Village,2540,,
Comberton,2540,,
Comerong Island,2540,,
Cudmirrah,2540,,
Culburra Beach,2540,,
Currarong,2540,,
Erowal Bay,2540,,
Ettrema,2540,,
Falls Creek,2540,,
Greenwell Point,2540,,
Huskisson,2540,,
Hyams Beach,2540,,
Illaroo,2540,,
Jerrawangala,2540,,
Jervis Bay,2540,,
Kinghorne,2540,,
Longreach,2540,,
Mayfield,2540,,
Meroo Meadow,2540,,
Mondayong,2540,,
Moollattoo,2540,,
Mundamia,2540,,
Myola,2540,,
Nowra Hill,2540,,
Numbaa,2540,,
Old Erowal Bay,2540,,
Orient Point,2540,,
Parma,2540,,
Pyree,2540,,
Sanctuary Point,2540,,
St Georges Basin,2540,,
Sussex Inlet,2540,,
Swanhaven,2540,,
Tallowal,2540,,
Tapitallee,2540,,
Terara,2540,,
Tomerong,2540,,
Tullarwalla,2540,,
Twelve Mile Peg,2540,,
Vincentia,2540,,
Wandandian,2540,,
Watersleigh,2540,,
Wollumboola,2540,,
Woollamia,2540,,
Worrigee,2540,,
Worrowing Heights,2540,,
Wrights Beach,2540,,
Yalwal,2540,,
Yerriyong,2540,,
Bangalee,2541,,
Bomaderry,2541,,
North Nowra,2541,,
Nowra,2541,,
South Nowra,2541,,
West Nowra,2541,,
Belowra,2545,,
Bodalla,2545,,
Cadgee,2545,,
Eurobodalla,2545,,
Nerrigundah,2545,,
Potato Point,2545,,
Akolele,2546,,
Barragga Bay,2546,,
Bermagui,2546,,
Central Tilba,2546,,
Corunna,2546,,
Cuttagee,2546,,
Dalmeny,2546,,
Dignams Creek,2546,,
Kianga,2546,,
Murrah,2546,,
Mystery Bay,2546,,
Narooma,2546,,
North Narooma,2546,,
Tilba Tilba,2546,,
Tinpot,2546,,
Wadbilliga,2546,,
Wallaga Lake,2546,,
Berrambool,2548,,
Bournda,2548,,
Merimbula,2548,,
Mirador,2548,,
Tura Beach,2548,,
Yellow Pinch,2548,,
Bald Hills,2549,,
Broadwater,2549,,
Greigs Flat,2549,,
Lochiel,2549,,
Millingandi,2549,,
Nethercote,2549,,
Pambula,2549,,
Pambula Beach,2549,,
South Pambula,2549,,
Angledale,2550,,
Bega,2550,,
Bemboka,2550,,
Black Range,2550,,
Brogo,2550,,
Buckajo,2550,,
Burragate,2550,,
Candelo,2550,,
Chinnock,2550,,
Cobargo,2550,,
Coolagolite,2550,,
Coolangubra,2550,,
Coopers Gully,2550,,
Devils Hole,2550,,
Doctor George Mountain,2550,,
Frogs Hollow,2550,,
Greendale,2550,,
Jellat Jellat,2550,,
Kalaru,2550,,
Kameruka,2550,,
Kanoona,2550,,
Kingswood,2550,,
Mogareeka,2550,,
Mogilla,2550,,
Morans Crossing,2550,,
Mumbulla Mountain,2550,,
Myrtle Mountain,2550,,
Nelson,2550,,
New Buildings,2550,,
Numbugga,2550,,
Pericoe,2550,,
Quaama,2550,,
Reedy Swamp,2550,,
Rocky Hall,2550,,
South Wolumla,2550,,
Stony Creek,2550,,
Tanja,2550,,
Tantawangalo,2550,,
Tarraganda,2550,,
Tathra,2550,,
Toothdale,2550,,
Towamba,2550,,
Verona,2550,,
Wallagoot,2550,,
Wandella,2550,,
Wapengo,2550,,
Wog Wog,2550,,
Wolumla,2550,,
Wyndham,2550,,
Yambulla,2550,,
Yankees Creek,2550,,
Yowrie,2550,,
Boydtown,2551,,
Eden,2551,,
Edrom,2551,,
Green Cape,2551,,
Kiah,2551,,
Nadgee,2551,,
Narrabarba,2551,,
Nullica,2551,,
Nungatta,2551,,
Nungatta South,2551,,
Timbillica,2551,,
Wonboyn,2551,,
Wonboyn North,2551,,
Badgerys Creek,2555,,
Bringelly,2556,,
Catherine Field,2557,,
Gledswood Hills,2557,,
Gregory Hills,2557,,
Rossmore,2557,,
Eagle Vale,2558,,
Eschol Park,2558,,
Kearns,2558,,
Blairmount,2559,,
Claymore,2559,,
Airds,2560,,
Ambarvale,2560,,
Appin,2560,,
Blair Athol,2560,,
Bradbury,2560,,
Campbelltown,2560,,
Cataract,2560,,
Englorie Park,2560,,
Gilead,2560,,
Glen Alpine,2560,,
Kentlyn,2560,,
Leumeah,2560,,
Rosemeadow,2560,,
Ruse,2560,,
St Helens Park,2560,,
Wedderburn,2560,,
Woodbine,2560,,
Menangle Park,2563,,
Long Point,2564,,
Macquarie Fields,2564,,
Bardia,2565,,
Denham Court,2565,,
Ingleburn,2565,,
Macquarie Links,2565,,
Bow Bowing,2566,,
Minto,2566,,
Minto Heights,2566,,
Raby,2566,,
St Andrews,2566,,
Varroville,2566,,
Currans Hill,2567,,
Harrington Park,2567,,
Mount Annan,2567,,
Narellan,2567,,
Narellan Vale,2567,,
Smeaton Grange,2567,,
Menangle,2568,,
Douglas Park,2569,,
Belimbla Park,2570,,
Bickley Vale,2570,,
Brownlow Hill,2570,,
Camden,2570,,
Camden Park,2570,,
Camden South,2570,,
Cawdor,2570,,
Cobbitty,2570,,
Elderslie,2570,,
Ellis Lane,2570,,
Glenmore,2570,,
Grasmere,2570,,
Kirkham,2570,,
Mount Hunter,2570,,
Nattai,2570,,
Oakdale,2570,,
Oran Park,2570,,
Orangeville,2570,,
Spring Farm,2570,,
The Oaks,2570,,
Theresa Park,2570,,
Werombi,2570,,
Balmoral,2571,,
Buxton,2571,,
Couridjah,2571,,
Maldon,2571,,
Mowbray Park,2571,,
Picton,2571,,
Razorback,2571,,
Wilton,2571,,
Lakesland,2572,,
Thirlmere,2572,,
Tahmoor,2573,,
Avon,2574,,
Bargo,2574,,
Pheasants Nest,2574,,
Yanderra,2574,,
Alpine,2575,,
Aylmerton,2575,,
Balaclava,2575,,
Braemar,2575,,
Bullio,2575,,
Colo Vale,2575,,
Goodmans Ford,2575,,
High Range,2575,,
Hill Top,2575,,
Joadja,2575,,
Mandemar,2575,,
Mittagong,2575,,
Mount Lindsey,2575,,
Renwick,2575,,
Wattle Ridge,2575,,
Welby,2575,,
Willow Vale,2575,,
Woodlands,2575,,
Yerrinbool,2575,,
Bowral,2576,,
Burradoo,2576,,
East Kangaloon,2576,,
Glenquarry,2576,,
Kangaloon,2576,,
Avoca,2577,,
Barren Grounds,2577,,
Barrengarry,2577,,
Beaumont,2577,,
Belanglo,2577,,
Berrima,2577,,
Budgong,2577,,
Burrawang,2577,,
Canyonleigh,2577,,
Carrington Falls,2577,,
Fitzroy Falls,2577,,
Kangaroo Valley,2577,,
Knights Hill,2577,,
Macquarie Pass,2577,,
Manchester Square,2577,,
Medway,2577,,
Meryla,2577,,
Moss Vale,2577,,
Mount Murray,2577,,
New Berrima,2577,,
Paddys River,2577,,
Red Rocks,2577,,
Robertson,2577,,
Sutton Forest,2577,,
Upper Kangaroo River,2577,,
Upper Kangaroo Valley,2577,,
Werai,2577,,
Wildes Meadow,2577,,
Bundanoon,2578,,
Big Hill,2579,,
Brayton,2579,,
Exeter,2579,,
Marulan,2579,,
Penrose,2579,,
Tallong,2579,,
Wingello,2579,,
Bannaby,2580,,
Bannister,2580,,
Baw Baw,2580,,
Boxers Creek,2580,,
Brisbane Grove,2580,,
Bungonia,2580,,
Carrick,2580,,
Chatsbury,2580,,
Currawang,2580,,
Curraweela,2580,,
Golspie,2580,,
Goulburn,2580,,
Greenwich Park,2580,,
Gundary,2580,,
Jerrong,2580,,
Kingsdale,2580,,
Lake Bathurst,2580,,
Lower Boro,2580,,
Mayfield,2580,,
Middle Arm,2580,,
Mount Fairy,2580,,
Mummel,2580,,
Myrtleville,2580,,
Paling Yards,2580,,
Parkesbourne,2580,,
Pomeroy,2580,,
Quialigo,2580,,
Richlands,2580,,
Roslyn,2580,,
Run-O-Waters,2580,,
Stonequarry,2580,,
Tarago,2580,,
Taralga,2580,,
Tarlo,2580,,
Tirrannaville,2580,,
Towrang,2580,,
Wayo,2580,,
Wiarborough,2580,,
Windellama,2580,,
Wombeyan Caves,2580,,
Woodhouselee,2580,,
Yalbraith,2580,,
Yarra,2580,,
Bellmount Forest,2581,,
Bevendale,2581,,
Biala,2581,,
Blakney Creek,2581,,
Breadalbane,2581,,
Broadway,2581,,
Collector,2581,,
Cullerin,2581,,
Dalton,2581,,
Gunning,2581,,
Gurrundah,2581,,
Lade Vale,2581,,
Lake George,2581,,
Lerida,2581,,
Merrill,2581,,
Oolong,2581,,
Wollogorang,2581,,
Bango,2582,,
Berremangra,2582,,
Boambolo,2582,,
Bookham,2582,,
Bowning,2582,,
Burrinjuck,2582,,
Cavan,2582,,
Good Hope,2582,,
Jeir,2582,,
Jerrawa,2582,,
Kangiara,2582,,
Laverstock,2582,,
Manton,2582,,
Marchmont,2582,,
Mullion,2582,,
Murrumbateman,2582,,
Nanima,2582,,
Narrangullen,2582,,
Wee Jasper,2582,,
Woolgarlo,2582,,
Yass,2582,,
Yass River,2582,,
Bigga,2583,,
Binda,2583,,
Crooked Corner,2583,,
Crookwell,2583,,
Fullerton,2583,,
Grabben Gullen,2583,,
Laggan,2583,,
Limerick,2583,,
Lost River,2583,,
Narrawa,2583,,
Peelwood,2583,,
Pejar,2583,,
Rugby,2583,,
Tuena,2583,,
Wheeo,2583,,
Binalong,2584,,
Galong,2585,,
Boorowa,2586,,
Frogmore,2586,,
Godfreys Creek,2586,,
Murringo,2586,,
Reids Flat,2586,,
Rye Park,2586,,
Taylors Flat,2586,,
Beggan Beggan,2587,,
Cunningar,2587,,
Harden,2587,,
Kingsvale,2587,,
McMahons Reef,2587,,
Murrumburrah,2587,,
Nubba,2587,,
Wombat,2587,,
Wallendbeen,2588,,
Bethungra,2590,,
Cootamundra,2590,,
Illabo,2590,,
Barwang,2594,,
Berthong,2594,,
Bribbaree,2594,,
Bulla Creek,2594,,
Burrangong,2594,,
Kikiamah,2594,,
Maimuru,2594,,
Memagong,2594,,
Milvale,2594,,
Monteagle,2594,,
Thuddungra,2594,,
Tubbul,2594,,
Weedallion,2594,,
Young,2594,,
Bimberi,2611,,
Brindabella,2611,,
Cooleman,2611,,
Uriarra,2611,,
Springrange,2618,,
Wallaroo,2618,,
Jerrabomberra,2619,,
Burra,2620,,
Carwoola,2620,,
Clear Range,2620,,
Crestwood,2620,,
Environa,2620,,
Googong,2620,,
Greenleigh,2620,,
Gundaroo,2620,,
Karabar,2620,,
Michelago,2620,,
Queanbeyan,2620,,
Queanbeyan East,2620,,
Queanbeyan West,2620,,
Royalla,2620,,
Sutton,2620,,
The Angle,2620,,
The Ridgeway,2620,,
Tinderry,2620,,
Tralee,2620,,
Urila,2620,,
Wamboin,2620,,
Williamsdale,2620,,
Yarrow,2620,,
Anembo,2621,,
Bungendore,2621,,
Bywong,2621,,
Forbes Creek,2621,,
Hoskinstown,2621,,
Primrose Valley,2621,,
Rossi,2621,,
Araluen,2622,,
Back Creek,2622,,
Ballalaba,2622,,
Bendoura,2622,,
Berlang,2622,,
Bombay,2622,,
Boro,2622,,
Braidwood,2622,,
Budawang,2622,,
Bulee,2622,,
Charleys Forest,2622,,
Coolumburra,2622,,
Corang,2622,,
Durran Durra,2622,,
Endrick,2622,,
Farringdon,2622,,
Harolds Cross,2622,,
Hereford Hall,2622,,
Jembaicumbene,2622,,
Jerrabattgulla,2622,,
Jinden,2622,,
Jingera,2622,,
Kindervale,2622,,
Krawarree,2622,,
Larbert,2622,,
Majors Creek,2622,,
Manar,2622,,
Marlowe,2622,,
Merricumbene,2622,,
Monga,2622,,
Mongarlowe,2622,,
Mulloon,2622,,
Murrengenburg,2622,,
Neringla,2622,,
Nerriga,2622,,
Northangera,2622,,
Oallen,2622,,
Palerang,2622,,
Quiera,2622,,
Reidsdale,2622,,
Sassafras,2622,,
Snowball,2622,,
St George,2622,,
Tianjara,2622,,
Tolwong,2622,,
Tomboye,2622,,
Touga,2622,,
Warri,2622,,
Wog Wog,2622,,
Wyanbene,2622,,
Captains Flat,2623,,
Blue Cow,2624,,
Charlotte Pass,2624,,
Guthega,2624,,
Munyang,2624,,
Perisher Valley,2624,,
Smiggin Holes,2624,,
Wilsons Valley,2624,,
Thredbo,2625,,
Bredbo,2626,,
Bumbalong,2626,,
Colinton,2626,,
Bullocks Flat,2627,,
Burrungubugge,2627,,
Crackenback,2627,,
Creel Bay,2627,,
East Jindabyne,2627,,
Grosses Plain,2627,,
Ingebirah,2627,,
Ingeegoodbee,2627,,
Jacobs River,2627,,
Jindabyne,2627,,
Kalkite,2627,,
Kosciuszko,2627,,
Moonbah,2627,,
Ngarigo,2627,,
Pilot Wilderness,2627,,
Avonside,2628,,
Beloka,2628,,
Berridale,2628,,
Braemar Bay,2628,,
Byadbo Wilderness,2628,,
Cootralantra,2628,,
Dalgety,2628,,
Eucumbene,2628,,
Hill Top,2628,,
Jimenbuen,2628,,
Nimmo,2628,,
Numbla Vale,2628,,
Paupong,2628,,
Rocky Plain,2628,,
Snowy Plain,2628,,
Adaminaby,2629,,
Anglers Reach,2629,,
Bolaro,2629,,
Broken Dam,2629,,
Cabramurra,2629,,
Gooandra,2629,,
Kiandra,2629,,
Long Plain,2629,,
Nungar,2629,,
Old Adaminaby,2629,,
Providence Portal,2629,,
Tantangara,2629,,
Tolbar,2629,,
Yaouk,2629,,
Arable,2630,,
Badja,2630,,
Billilingra,2630,,
Binjura,2630,,
Bobundara,2630,,
Buckenderra,2630,,
Bungarby,2630,,
Bunyan,2630,,
Carlaminda,2630,,
Chakola,2630,,
Coolringdon,2630,,
Cooma,2630,,
Countegany,2630,,
Dairymans Plains,2630,,
Dangelong,2630,,
Dry Plain,2630,,
Frying Pan,2630,,
Glen Fergus,2630,,
Ironmungy,2630,,
Jerangle,2630,,
Maffra,2630,,
Middle Flat,2630,,
Middlingbank,2630,,
Murrumbucca,2630,,
Myalla,2630,,
Numeralla,2630,,
Peak View,2630,,
Pine Valley,2630,,
Polo Flat,2630,,
Rhine Falls,2630,,
Rock Flat,2630,,
Rose Valley,2630,,
Shannons Flat,2630,,
Springfield,2630,,
The Brothers,2630,,
Tuross,2630,,
Wambrook,2630,,
Ando,2631,,
Boco,2631,,
Creewah,2631,,
Glen Allen,2631,,
Greenlands,2631,,
Holts Flat,2631,,
Jincumbilly,2631,,
Kybeyan,2631,,
Mount Cooper,2631,,
Nimmitabel,2631,,
Steeple Flat,2631,,
Winifred,2631,,
Bibbenluke,2632,,
Bombala,2632,,
Bondi Forest,2632,,
Bukalong,2632,,
Cambalong,2632,,
Cathcart,2632,,
Coolumbooka,2632,,
Craigie,2632,,
Gunningrah,2632,,
Lords Hill,2632,,
Merriangaah,2632,,
Mila,2632,,
Mount Darragh,2632,,
Paddys Flat,2632,,
Palarang,2632,,
Quidong,2632,,
Rockton,2632,,
Rosemeath,2632,,
Corrowong,2633,,
Delegate,2633,,
Tombong,2633,,
Albury,2640,,
Bungowannah,2640,,
East Albury,2640,,
Ettamogah,2640,,
Glenroy,2640,,
Moorwatha,2640,,
North Albury,2640,,
Ournie,2640,,
South Albury,2640,,
Splitters Creek,2640,,
Table Top,2640,,
Talmalmo,2640,,
Thurgoona,2640,,
West Albury,2640,,
Wirlinga,2640,,
Wymah,2640,,
Hamilton Valley,2641,,
Lavington,2641,,
Springdale Heights,2641,,
Bidgeemia,2642,,
Brocklesby,2642,,
Burrumbuttock,2642,,
Geehi,2642,,
Gerogery,2642,,
Glenellen,2642,,
Greg Greg,2642,,
Indi,2642,,
Jagumba,2642,,
Jagungal Wilderness,2642,,
Jindera,2642,,
Jingellic,2642,,
Khancoban,2642,,
Murray Gorge,2642,,
Rand,2642,,
Tooma,2642,,
Walbundrie,2642,,
Welaregang,2642,,
Wrathall,2642,,
Yerong Creek,2642,,
Howlong,2643,,
Bowna,2644,,
Coppabella,2644,,
Holbrook,2644,,
Lankeys Creek,2644,,
Little Billabong,2644,,
Mountain Creek,2644,,
Mullengandra,2644,,
Wantagong,2644,,
